File_Name,Field_Name,Acquisition_Date,Cloud_Coverage,Sensor_Type,Sensor_Quality,Datataken_ID,Downloaded
"['S2_SR_HARM_freddies_2018-12-10.tif', 'freddies', '2018-12-10', 9.64603, 'Sentinel-2B', None, 'GS2B_20181210T165659_009204_N02.11', 'Yes']"
"['S2_SR_HARM_freddies_2018-12-15.tif', 'freddies', '2018-12-15', 1.599161, 'Sentinel-2A', None, 'GS2A_20181215T165711_018184_N02.11', 'Yes']"
"['S2_SR_HARM_freddies_2018-12-23.tif', 'freddies', '2018-12-23', 0.230223, 'Sentinel-2B', None, 'GS2B_20181223T170719_009390_N02.11', 'Yes']"
"['S2_SR_HARM_freddies_2018-12-25.tif', 'freddies', '2018-12-25', 8.624048, 'Sentinel-2A', None, 'GS2A_20181225T165711_018327_N02.11', 'Yes']"
"['S2_SR_HARM_freddies_2018-12-30.tif', 'freddies', '2018-12-30', 8.538685, 'Sentinel-2B', None, 'GS2B_20181230T165719_009490_N02.11', 'Yes']"
"['S2_SR_HARM_freddies_2019-01-04.tif', 'freddies', '2019-01-04', 0.116489, 'Sentinel-2A', None, 'GS2A_20190104T165701_018470_N02.11', 'Yes']"
"['S2_SR_HARM_freddies_2019-01-09.tif', 'freddies', '2019-01-09', 0.691113, 'Sentinel-2B', None, 'GS2B_20190109T165659_009633_N02.11', 'Yes']"
"['S2_SR_HARM_freddies_2019-02-01.tif', 'freddies', '2019-02-01', 0.184912, 'Sentinel-2B', None, 'GS2B_20190201T170529_009962_N02.11', 'Yes']"
"['S2_SR_HARM_freddies_2019-02-16.tif', 'freddies', '2019-02-16', 9.70761, 'Sentinel-2A', None, 'GS2A_20190216T170401_019085_N02.11', 'Yes']"
"['S2_SR_HARM_freddies_2019-02-18.tif', 'freddies', '2019-02-18', 1.81453, 'Sentinel-2B', None, 'GS2B_20190218T165339_010205_N02.11', 'Yes']"
"['S2_SR_HARM_freddies_2019-04-09.tif', 'freddies', '2019-04-09', 1.81221, 'Sentinel-2B', None, 'GS2B_20190409T164849_010920_N02.11', 'Yes']"
"['S2_SR_HARM_freddies_2019-04-19.tif', 'freddies', '2019-04-19', 0.591322, 'Sentinel-2B', None, 'GS2B_20190419T164849_011063_N02.11', 'Yes']"
"['S2_SR_HARM_freddies_2019-05-04.tif', 'freddies', '2019-05-04', 2.000397, 'Sentinel-2A', None, 'GS2A_20190504T164901_020186_N02.11', 'Yes']"
"['S2_SR_HARM_freddies_2019-06-08.tif', 'freddies', '2019-06-08', 1.808024, 'Sentinel-2B', None, 'GS2B_20190608T164849_011778_N02.12', 'Yes']"
"['S2_SR_HARM_freddies_2019-06-13.tif', 'freddies', '2019-06-13', 0.887871, 'Sentinel-2A', None, 'GS2A_20190613T164901_020758_N02.12', 'Yes']"
"['S2_SR_HARM_freddies_2019-07-08.tif', 'freddies', '2019-07-08', 9.007612, 'Sentinel-2B', None, 'GS2B_20190708T164849_012207_N02.13', 'Yes']"
"['S2_SR_HARM_freddies_2019-07-23.tif', 'freddies', '2019-07-23', 6.358035, 'Sentinel-2A', None, 'GS2A_20190723T164901_021330_N02.13', 'Yes']"
"['S2_SR_HARM_freddies_2019-08-02.tif', 'freddies', '2019-08-02', 3.159708, 'Sentinel-2A', None, 'GS2A_20190802T164901_021473_N02.13', 'Yes']"
"['S2_SR_HARM_freddies_2019-08-27.tif', 'freddies', '2019-08-27', 0.197763, 'Sentinel-2B', None, 'GS2B_20190827T164849_012922_N02.13', 'Yes']"
"['S2_SR_HARM_freddies_2019-09-16.tif', 'freddies', '2019-09-16', 4.810137, 'Sentinel-2B', None, 'GS2B_20190916T164929_013208_N02.13', 'Yes']"
"['S2_SR_HARM_freddies_2019-09-26.tif', 'freddies', '2019-09-26', 3.921097, 'Sentinel-2B', None, 'GS2B_20190926T165039_013351_N02.13', 'Yes']"
"['S2_SR_HARM_freddies_2019-10-14.tif', 'freddies', '2019-10-14', 0.334295, 'Sentinel-2A', None, 'GS2A_20191014T170251_022517_N02.13', 'Yes']"
"['S2_SR_HARM_freddies_2019-10-21.tif', 'freddies', '2019-10-21', 8.179738, 'Sentinel-2A', None, 'GS2A_20191021T165351_022617_N02.13', 'Yes']"
"['S2_SR_HARM_freddies_2019-12-03.tif', 'freddies', '2019-12-03', 1.242461, 'Sentinel-2A', None, 'GS2A_20191203T170701_023232_N02.13', 'Yes']"
"['S2_SR_HARM_freddies_2019-12-05.tif', 'freddies', '2019-12-05', 0.326193, 'Sentinel-2B', None, 'GS2B_20191205T165649_014352_N02.13', 'Yes']"
"['S2_SR_HARM_freddies_2020-01-02.tif', 'freddies', '2020-01-02', 8.194553, 'Sentinel-2A', None, 'GS2A_20200102T170711_023661_N02.13', 'Yes']"
"['S2_SR_HARM_freddies_2020-02-18.tif', 'freddies', '2020-02-18', 3.340002, 'Sentinel-2A', None, 'GS2A_20200218T165341_024333_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-03-04.tif', 'freddies', '2020-03-04', 0.577331, 'Sentinel-2B', None, 'GS2B_20200304T165059_015639_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-03-07.tif', 'freddies', '2020-03-07', 2.400782, 'Sentinel-2B', None, 'GS2B_20200307T170039_015682_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-03-17.tif', 'freddies', '2020-03-17', 1.79843, 'Sentinel-2B', None, 'GS2B_20200317T165929_015825_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-04-08.tif', 'freddies', '2020-04-08', 6.37851, 'Sentinel-2A', None, 'GS2A_20200408T164851_025048_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-04-18.tif', 'freddies', '2020-04-18', 0.071098, 'Sentinel-2A', None, 'GS2A_20200418T164901_025191_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-04-21.tif', 'freddies', '2020-04-21', 0.058299, 'Sentinel-2A', None, 'GS2A_20200421T165851_025234_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-04-26.tif', 'freddies', '2020-04-26', 0.037256, 'Sentinel-2B', None, 'GS2B_20200426T165839_016397_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-05-08.tif', 'freddies', '2020-05-08', 5.097038, 'Sentinel-2A', None, 'GS2A_20200508T164901_025477_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-05-31.tif', 'freddies', '2020-05-31', 8.544512, 'Sentinel-2A', None, 'GS2A_20200531T165901_025806_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-06-02.tif', 'freddies', '2020-06-02', 7.41227, 'Sentinel-2B', None, 'GS2B_20200602T164849_016926_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-06-07.tif', 'freddies', '2020-06-07', 2.526973, 'Sentinel-2A', None, 'GS2A_20200607T164901_025906_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-06-12.tif', 'freddies', '2020-06-12', 0.110288, 'Sentinel-2B', None, 'GS2B_20200612T164849_017069_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-06-15.tif', 'freddies', '2020-06-15', 9.133403, 'Sentinel-2B', None, 'GS2B_20200615T165849_017112_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-07-05.tif', 'freddies', '2020-07-05', 9.442739, 'Sentinel-2B', None, 'GS2B_20200705T165849_017398_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-07-10.tif', 'freddies', '2020-07-10', 0.791659, 'Sentinel-2A', None, 'GS2A_20200710T165901_026378_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-07-12.tif', 'freddies', '2020-07-12', 1.635516, 'Sentinel-2B', None, 'GS2B_20200712T164849_017498_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-08-06.tif', 'freddies', '2020-08-06', 1.61679, 'Sentinel-2A', None, 'GS2A_20200806T164901_026764_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-08-16.tif', 'freddies', '2020-08-16', 8.396235, 'Sentinel-2A', None, 'GS2A_20200816T164901_026907_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-08-19.tif', 'freddies', '2020-08-19', 2.939721, 'Sentinel-2A', None, 'GS2A_20200819T165901_026950_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-08-21.tif', 'freddies', '2020-08-21', 0.560964, 'Sentinel-2B', None, 'GS2B_20200821T164849_018070_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-08-24.tif', 'freddies', '2020-08-24', 0.152366, 'Sentinel-2B', None, 'GS2B_20200824T165849_018113_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-08-26.tif', 'freddies', '2020-08-26', 0.072425, 'Sentinel-2A', None, 'GS2A_20200826T164901_027050_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-09-03.tif', 'freddies', '2020-09-03', 7.993509, 'Sentinel-2B', None, 'GS2B_20200903T165849_018256_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-09-05.tif', 'freddies', '2020-09-05', 0.076509, 'Sentinel-2A', None, 'GS2A_20200905T164901_027193_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-09-13.tif', 'freddies', '2020-09-13', 1.342994, 'Sentinel-2B', None, 'GS2B_20200913T165849_018399_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-09-15.tif', 'freddies', '2020-09-15', 3.840392, 'Sentinel-2A', None, 'GS2A_20200915T164931_027336_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-09-20.tif', 'freddies', '2020-09-20', 8.166406, 'Sentinel-2B', None, 'GS2B_20200920T164909_018499_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-09-25.tif', 'freddies', '2020-09-25', 0.107677, 'Sentinel-2A', None, 'GS2A_20200925T165041_027479_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-10-08.tif', 'freddies', '2020-10-08', 0.081718, 'Sentinel-2A', None, 'GS2A_20201008T170211_027665_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-10-10.tif', 'freddies', '2020-10-10', 0.125832, 'Sentinel-2B', None, 'GS2B_20201010T165129_018785_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-10-13.tif', 'freddies', '2020-10-13', 0.050102, 'Sentinel-2B', None, 'GS2B_20201013T170159_018828_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-10-15.tif', 'freddies', '2020-10-15', 9.228622, 'Sentinel-2A', None, 'GS2A_20201015T165301_027765_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-11-07.tif', 'freddies', '2020-11-07', 0.057625, 'Sentinel-2A', None, 'GS2A_20201107T170521_028094_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-12-04.tif', 'freddies', '2020-12-04', 0.100454, 'Sentinel-2A', None, 'GS2A_20201204T165701_028480_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-12-09.tif', 'freddies', '2020-12-09', 0.097472, 'Sentinel-2B', None, 'GS2B_20201209T165709_019643_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2020-12-14.tif', 'freddies', '2020-12-14', 8.945194, 'Sentinel-2A', None, 'GS2A_20201214T165711_028623_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2021-01-11.tif', 'freddies', '2021-01-11', 0.249473, 'Sentinel-2B', None, 'GS2B_20210111T170659_020115_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2021-01-21.tif', 'freddies', '2021-01-21', 1.535705, 'Sentinel-2B', None, 'GS2B_20210121T170619_020258_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2021-01-28.tif', 'freddies', '2021-01-28', 0.347733, 'Sentinel-2B', None, 'GS2B_20210128T165539_020358_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2021-02-05.tif', 'freddies', '2021-02-05', 0.533445, 'Sentinel-2A', None, 'GS2A_20210205T170501_029381_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2021-02-20.tif', 'freddies', '2021-02-20', 0.025145, 'Sentinel-2B', None, 'GS2B_20210220T170329_020687_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2021-02-27.tif', 'freddies', '2021-02-27', 8.905383, 'Sentinel-2B', None, 'GS2B_20210227T165139_020787_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2021-03-02.tif', 'freddies', '2021-03-02', 0.530016, 'Sentinel-2B', None, 'GS2B_20210302T170119_020830_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2021-03-09.tif', 'freddies', '2021-03-09', 1.975704, 'Sentinel-2B', None, 'GS2B_20210309T165029_020930_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2021-03-19.tif', 'freddies', '2021-03-19', 8.023056, 'Sentinel-2B', None, 'GS2B_20210319T164919_021073_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2021-03-29.tif', 'freddies', '2021-03-29', 2.39351, 'Sentinel-2B', None, 'GS2B_20210329T164839_021216_N02.14', 'Yes']"
"['S2_SR_HARM_freddies_2021-04-01.tif', 'freddies', '2021-04-01', 0.176434, 'Sentinel-2B', None, 'GS2B_20210401T165849_021259_N03.00', 'Yes']"
"['S2_SR_HARM_freddies_2021-04-03.tif', 'freddies', '2021-04-03', 0.093208, 'Sentinel-2A', None, 'GS2A_20210403T164851_030196_N03.00', 'Yes']"
"['S2_SR_HARM_freddies_2021-04-06.tif', 'freddies', '2021-04-06', 1.860282, 'Sentinel-2A', None, 'GS2A_20210406T165851_030239_N03.00', 'Yes']"
"['S2_SR_HARM_freddies_2021-04-26.tif', 'freddies', '2021-04-26', 2.60714, 'Sentinel-2A', None, 'GS2A_20210426T165851_030525_N03.00', 'Yes']"
"['S2_SR_HARM_freddies_2021-05-01.tif', 'freddies', '2021-05-01', 0.043369, 'Sentinel-2B', None, 'GS2B_20210501T165839_021688_N03.00', 'Yes']"
"['S2_SR_HARM_freddies_2021-05-26.tif', 'freddies', '2021-05-26', 0.095516, 'Sentinel-2A', None, 'GS2A_20210526T165851_030954_N03.00', 'Yes']"
"['S2_SR_HARM_freddies_2021-06-05.tif', 'freddies', '2021-06-05', 0.185626, 'Sentinel-2A', None, 'GS2A_20210605T165851_031097_N03.00', 'Yes']"
"['S2_SR_HARM_freddies_2021-06-10.tif', 'freddies', '2021-06-10', 8.209182, 'Sentinel-2B', None, 'GS2B_20210610T165849_022260_N03.00', 'Yes']"
"['S2_SR_HARM_freddies_2021-06-15.tif', 'freddies', '2021-06-15', 0.331503, 'Sentinel-2A', None, 'GS2A_20210615T165851_031240_N03.00', 'Yes']"
"['S2_SR_HARM_freddies_2021-07-05.tif', 'freddies', '2021-07-05', 4.472991, 'Sentinel-2A', None, 'GS2A_20210705T165901_031526_N03.01', 'Yes']"
"['S2_SR_HARM_freddies_2021-07-20.tif', 'freddies', '2021-07-20', 1.555944, 'Sentinel-2B', None, 'GS2B_20210720T165849_022832_N03.01', 'Yes']"
"['S2_SR_HARM_freddies_2021-08-01.tif', 'freddies', '2021-08-01', 0.567463, 'Sentinel-2A', None, 'GS2A_20210801T164901_031912_N03.01', 'Yes']"
"['S2_SR_HARM_freddies_2021-08-04.tif', 'freddies', '2021-08-04', 8.857517, 'Sentinel-2A', None, 'GS2A_20210804T165901_031955_N03.01', 'Yes']"
"['S2_SR_HARM_freddies_2021-08-14.tif', 'freddies', '2021-08-14', 9.96148, 'Sentinel-2A', None, 'GS2A_20210814T165901_032098_N03.01', 'Yes']"
"['S2_SR_HARM_freddies_2021-08-16.tif', 'freddies', '2021-08-16', 5.059001, 'Sentinel-2B', None, 'GS2B_20210816T164839_023218_N03.01', 'Yes']"
"['S2_SR_HARM_freddies_2021-08-24.tif', 'freddies', '2021-08-24', 0.098889, 'Sentinel-2A', None, 'GS2A_20210824T165851_032241_N03.01', 'Yes']"
"['S2_SR_HARM_freddies_2021-09-05.tif', 'freddies', '2021-09-05', 0.548449, 'Sentinel-2B', None, 'GS2B_20210905T164839_023504_N03.01', 'Yes']"
"['S2_SR_HARM_freddies_2021-09-08.tif', 'freddies', '2021-09-08', 0.461861, 'Sentinel-2B', None, 'GS2B_20210908T165839_023547_N03.01', 'Yes']"
"['S2_SR_HARM_freddies_2021-09-10.tif', 'freddies', '2021-09-10', 0.101659, 'Sentinel-2A', None, 'GS2A_20210910T164901_032484_N03.01', 'Yes']"
"['S2_SR_HARM_freddies_2021-09-15.tif', 'freddies', '2021-09-15', 0.858707, 'Sentinel-2B', None, 'GS2B_20210915T164839_023647_N03.01', 'Yes']"
"['S2_SR_HARM_freddies_2021-09-18.tif', 'freddies', '2021-09-18', 0.06459, 'Sentinel-2B', None, 'GS2B_20210918T165849_023690_N03.01', 'Yes']"
"['S2_SR_HARM_freddies_2021-09-23.tif', 'freddies', '2021-09-23', 0.710644, 'Sentinel-2A', None, 'GS2A_20210923T170031_032670_N03.01', 'Yes']"
"['S2_SR_HARM_freddies_2021-09-28.tif', 'freddies', '2021-09-28', 0.067908, 'Sentinel-2B', None, 'GS2B_20210928T170009_023833_N03.01', 'Yes']"
"['S2_SR_HARM_freddies_2021-10-18.tif', 'freddies', '2021-10-18', 0.069897, 'Sentinel-2B', None, 'GS2B_20211018T170319_024119_N03.01', 'Yes']"
"['S2_SR_HARM_freddies_2021-11-02.tif', 'freddies', '2021-11-02', 2.846964, 'Sentinel-2A', None, 'GS2A_20211102T170451_033242_N03.01', 'Yes']"
"['S2_SR_HARM_freddies_2021-12-12.tif', 'freddies', '2021-12-12', 2.495262, 'Sentinel-2A', None, 'GS2A_20211212T170721_033814_N03.01', 'Yes']"
"['S2_SR_HARM_freddies_2021-12-17.tif', 'freddies', '2021-12-17', 5.279967, 'Sentinel-2B', None, 'GS2B_20211217T170719_024977_N03.01', 'Yes']"
"['S2_SR_HARM_freddies_2022-01-03.tif', 'freddies', '2022-01-03', 1.122837, 'Sentinel-2B', None, 'GS2B_20220103T165709_025220_N03.01', 'Yes']"
"['S2_SR_HARM_freddies_2022-01-06.tif', 'freddies', '2022-01-06', 0.957364, 'Sentinel-2B', None, 'GS2B_20220106T170709_025263_N03.01', 'Yes']"
"['S2_SR_HARM_freddies_2022-01-11.tif', 'freddies', '2022-01-11', 0.950535, 'Sentinel-2A', None, 'GS2A_20220111T170701_034243_N03.01', 'Yes']"
"['S2_SR_HARM_freddies_2022-01-13.tif', 'freddies', '2022-01-13', 6.326749, 'Sentinel-2B', None, 'GS2B_20220113T165639_025363_N03.01', 'Yes']"
"['S2_SR_HARM_freddies_2022-02-05.tif', 'freddies', '2022-02-05', 0.025863, 'Sentinel-2B', None, 'GS2B_20220205T170459_025692_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-02-20.tif', 'freddies', '2022-02-20', 0.043977, 'Sentinel-2A', None, 'GS2A_20220220T170331_034815_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-02-25.tif', 'freddies', '2022-02-25', 1.131509, 'Sentinel-2B', None, 'GS2B_20220225T170249_025978_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-02-27.tif', 'freddies', '2022-02-27', 0.013825, 'Sentinel-2A', None, 'GS2A_20220227T165241_034915_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-03-09.tif', 'freddies', '2022-03-09', 6.188325, 'Sentinel-2A', None, 'GS2A_20220309T165131_035058_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-03-27.tif', 'freddies', '2022-03-27', 6.486362, 'Sentinel-2B', None, 'GS2B_20220327T165849_026407_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-04-16.tif', 'freddies', '2022-04-16', 0.099537, 'Sentinel-2B', None, 'GS2B_20220416T165839_026693_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-04-26.tif', 'freddies', '2022-04-26', 0.025029, 'Sentinel-2B', None, 'GS2B_20220426T165839_026836_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-05-16.tif', 'freddies', '2022-05-16', 9.776289, 'Sentinel-2B', None, 'GS2B_20220516T165849_027122_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-06-02.tif', 'freddies', '2022-06-02', 2.38607, 'Sentinel-2B', None, 'GS2B_20220602T164859_027365_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-06-17.tif', 'freddies', '2022-06-17', 8.528057, 'Sentinel-2A', None, 'GS2A_20220617T164851_036488_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-06-20.tif', 'freddies', '2022-06-20', 0.00181, 'Sentinel-2A', None, 'GS2A_20220620T165901_036531_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-06-22.tif', 'freddies', '2022-06-22', 0.777234, 'Sentinel-2B', None, 'GS2B_20220622T164849_027651_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-06-27.tif', 'freddies', '2022-06-27', 3.674092, 'Sentinel-2A', None, 'GS2A_20220627T164851_036631_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-07-05.tif', 'freddies', '2022-07-05', 0.637987, 'Sentinel-2B', None, 'GS2B_20220705T165849_027837_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-07-12.tif', 'freddies', '2022-07-12', 0.073374, 'Sentinel-2B', None, 'GS2B_20220712T164849_027937_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-07-20.tif', 'freddies', '2022-07-20', 0.037871, 'Sentinel-2A', None, 'GS2A_20220720T165901_036960_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-08-01.tif', 'freddies', '2022-08-01', 4.682715, 'Sentinel-2B', None, 'GS2B_20220801T164849_028223_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-08-04.tif', 'freddies', '2022-08-04', 0.038063, 'Sentinel-2B', None, 'GS2B_20220804T165849_028266_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-08-16.tif', 'freddies', '2022-08-16', 5.620832, 'Sentinel-2A', None, 'GS2A_20220816T164851_037346_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-08-31.tif', 'freddies', '2022-08-31', 0.001629, 'Sentinel-2B', None, 'GS2B_20220831T164839_028652_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-09-08.tif', 'freddies', '2022-09-08', 0.001736, 'Sentinel-2A', None, 'GS2A_20220908T165901_037675_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-09-13.tif', 'freddies', '2022-09-13', 0.001699, 'Sentinel-2B', None, 'GS2B_20220913T165849_028838_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-09-18.tif', 'freddies', '2022-09-18', 4.966109, 'Sentinel-2A', None, 'GS2A_20220918T165951_037818_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-09-20.tif', 'freddies', '2022-09-20', 0.598468, 'Sentinel-2B', None, 'GS2B_20220920T164909_028938_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-09-25.tif', 'freddies', '2022-09-25', 1.011573, 'Sentinel-2A', None, 'GS2A_20220925T165041_037918_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-09-28.tif', 'freddies', '2022-09-28', 0.001422, 'Sentinel-2A', None, 'GS2A_20220928T170111_037961_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-09-30.tif', 'freddies', '2022-09-30', 0.002382, 'Sentinel-2B', None, 'GS2B_20220930T165109_029081_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-10-08.tif', 'freddies', '2022-10-08', 0.002479, 'Sentinel-2A', None, 'GS2A_20221008T170211_038104_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-10-10.tif', 'freddies', '2022-10-10', 0.001619, 'Sentinel-2B', None, 'GS2B_20221010T165209_029224_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-10-18.tif', 'freddies', '2022-10-18', 0.342308, 'Sentinel-2A', None, 'GS2A_20221018T170321_038247_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-10-20.tif', 'freddies', '2022-10-20', 0.036052, 'Sentinel-2B', None, 'GS2B_20221020T165329_029367_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-11-02.tif', 'freddies', '2022-11-02', 0.000142, 'Sentinel-2B', None, 'GS2B_20221102T170449_029553_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-11-09.tif', 'freddies', '2022-11-09', 0.840797, 'Sentinel-2B', None, 'GS2B_20221109T165519_029653_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-12-04.tif', 'freddies', '2022-12-04', 0.072505, 'Sentinel-2A', None, 'GS2A_20221204T165701_038919_N04.00', 'Yes']"
"['S2_SR_HARM_freddies_2022-12-07.tif', 'freddies', '2022-12-07', 9.594141, 'Sentinel-2A', None, 'GS2A_20221207T170711_038962_N05.09', 'Yes']"
"['S2_SR_HARM_freddies_2023-02-02.tif', 'freddies', '2023-02-02', 0.004005, 'Sentinel-2A', None, 'GS2A_20230202T165521_039777_N05.09', 'Yes']"
"['S2_SR_HARM_freddies_2023-02-05.tif', 'freddies', '2023-02-05', 0.031442, 'Sentinel-2A', None, 'GS2A_20230205T170511_039820_N05.09', 'Yes']"
"['S2_SR_HARM_freddies_2023-02-10.tif', 'freddies', '2023-02-10', 8.436653, 'Sentinel-2B', None, 'GS2B_20230210T170439_030983_N05.09', 'Yes']"
"['S2_SR_HARM_freddies_2023-02-12.tif', 'freddies', '2023-02-12', 0.218251, 'Sentinel-2A', None, 'GS2A_20230212T165421_039920_N05.09', 'Yes']"
"['S2_SR_HARM_freddies_2023-02-20.tif', 'freddies', '2023-02-20', 0.882888, 'Sentinel-2B', None, 'GS2B_20230220T170329_031126_N05.09', 'Yes']"
"['S2_SR_HARM_freddies_2023-02-25.tif', 'freddies', '2023-02-25', 2.134949, 'Sentinel-2A', None, 'GS2A_20230225T170301_040106_N05.09', 'Yes']"
"['S2_SR_HARM_freddies_2023-03-14.tif', 'freddies', '2023-03-14', 5.825777, 'Sentinel-2A', None, 'GS2A_20230314T165051_040349_N05.09', 'Yes']"
"['S2_SR_HARM_freddies_2023-03-19.tif', 'freddies', '2023-03-19', 3.181459, 'Sentinel-2B', None, 'GS2B_20230319T164929_031512_N05.09', 'Yes']"
"['S2_SR_HARM_freddies_2023-03-27.tif', 'freddies', '2023-03-27', 0.503797, 'Sentinel-2A', None, 'GS2A_20230327T165921_040535_N05.09', 'Yes']"
"['S2_SR_HARM_freddies_2023-04-08.tif', 'freddies', '2023-04-08', 0.244156, 'Sentinel-2B', None, 'GS2B_20230408T164849_031798_N05.09', 'Yes']"
"['S2_SR_HARM_freddies_2023-04-11.tif', 'freddies', '2023-04-11', 0.898809, 'Sentinel-2B', None, 'GS2B_20230411T165849_031841_N05.09', 'Yes']"
"['S2_SR_HARM_freddies_2023-04-18.tif', 'freddies', '2023-04-18', 1.223413, 'Sentinel-2B', None, 'GS2B_20230418T164849_031941_N05.09', 'Yes']"
"['S2_SR_HARM_freddies_2023-04-26.tif', 'freddies', '2023-04-26', 0.434303, 'Sentinel-2A', None, 'GS2A_20230426T165851_040964_N05.09', 'Yes']"
"['S2_SR_HARM_freddies_2023-04-28.tif', 'freddies', '2023-04-28', 2.040212, 'Sentinel-2B', None, 'GS2B_20230428T164849_032084_N05.09', 'Yes']"
"['S2_SR_HARM_freddies_2023-05-01.tif', 'freddies', '2023-05-01', 1.051465, 'Sentinel-2B', None, 'GS2B_20230501T165849_032127_N05.09', 'Yes']"
"['S2_SR_HARM_freddies_2023-05-03.tif', 'freddies', '2023-05-03', 0.001626, 'Sentinel-2A', None, 'GS2A_20230503T164851_041064_N05.09', 'Yes']"
